item_id,item_name,description,promotion_level,item_type,value,price,limit_num,gojuon_order,start_time,end_time
32018,"伊緒的純淨記憶碎片","封印有伊緒純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32018,0,9999,104111,"2020/04/01 16:00:00","2030/08/01 14:59:59"
32034,"優花梨的純淨記憶碎片","封印有優花梨純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32034,0,9999,7210111,"2015/12/17 15:00:00","2030/08/01 14:59:59"
32046,"珠希的純淨記憶碎片","封印有珠希純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32046,0,9999,3060111,"2020/09/04 16:00:00","2030/08/01 14:59:59"
32048,"美冬的純淨記憶碎片","封印有美冬純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32048,0,9999,6152111,"2020/09/30 16:00:00","2030/08/01 14:59:59"
32052,"莉瑪的純淨記憶碎片","封印有莉瑪純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32052,0,9999,8160111,"2020/03/04 16:00:00","2030/08/01 14:59:59"
32058,"貪吃佩可的純淨記憶碎片","封印有貪吃佩可純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32058,0,9999,5414111,"2020/01/02 16:00:00","2030/08/01 14:59:59"
32059,"可可蘿的純淨記憶碎片","封印有可可蘿純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32059,0,9999,1432111,"2020/01/02 16:00:00","2030/08/01 14:59:59"
32060,"凱留的純淨記憶碎片","封印有凱留純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32060,0,9999,1170111,"2020/01/02 16:00:00","2030/08/01 14:59:59"
50001,"心型吉拿棒","在公會小屋裡使用時，增加角色的羈絆值 10 點。",1,7,10,200,99999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
50002,"蘋果派","在公會小屋裡使用時，增加角色的羈絆值 20 點。",2,7,20,400,99999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
50003,"綜合莓果蛋糕","在公會小屋裡使用時，增加角色的羈絆值 30 點。",3,7,30,600,99999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
60001,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60002,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60011,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60012,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60021,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60022,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60031,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60032,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60041,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60042,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60051,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60052,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60061,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/03/06 14:00:00","2030/04/24 14:59:59"
60062,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/03/06 14:00:00","2030/04/24 14:59:59"
60071,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/04/03 16:00:00","2030/04/24 14:59:59"
60072,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/04/03 16:00:00","2030/04/24 14:59:59"
60081,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/05/02 16:00:00","2030/04/24 14:59:59"
60082,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/05/02 16:00:00","2030/04/24 14:59:59"
60091,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/06/03 16:00:00","2030/04/24 14:59:59"
60092,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/06/03 16:00:00","2030/04/24 14:59:59"
60101,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/07/01 16:00:00","2030/04/24 14:59:59"
60102,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/07/01 16:00:00","2030/04/24 14:59:59"
60103,"可可","可在小遊戲使用的道具。",1,16,0,0,9999,0,"2019/07/01 16:00:00","2030/04/24 14:59:59"
60104,"全熟可可","可在小遊戲使用的道具。",1,16,0,0,9999,0,"2019/07/01 16:00:00","2030/04/24 14:59:59"
60105,"金色可可","可在小遊戲使用的道具。",1,16,0,0,9999,0,"2019/07/01 16:00:00","2030/04/24 14:59:59"
60111,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/07/17 16:00:00","2030/04/24 14:59:59"
60112,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/07/17 16:00:00","2030/04/24 14:59:59"
60121,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60122,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60131,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/08/15 16:00:00","2030/04/24 14:59:59"
60132,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/08/15 16:00:00","2030/04/24 14:59:59"
60141,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/09/03 16:00:00","2030/04/24 14:59:59"
60142,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/09/03 16:00:00","2030/04/24 14:59:59"
60151,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/09/17 16:00:00","2030/04/24 14:59:59"
60152,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/09/17 16:00:00","2030/04/24 14:59:59"
60161,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/10/01 16:00:00","2030/04/24 14:59:59"
60162,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/10/01 16:00:00","2030/04/24 14:59:59"
60171,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/10/15 16:00:00","2030/04/24 14:59:59"
60172,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/10/15 16:00:00","2030/04/24 14:59:59"
60181,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/11/01 16:00:00","2030/04/24 14:59:59"
60182,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/11/01 16:00:00","2030/04/24 14:59:59"
60191,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/11/17 16:00:00","2030/04/24 14:59:59"
60192,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/11/17 16:00:00","2030/04/24 14:59:59"
60201,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/12/02 16:00:00","2030/04/24 14:59:59"
60202,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/12/02 16:00:00","2030/04/24 14:59:59"
60211,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2019/12/13 16:00:00","2030/04/24 14:59:59"
60212,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2019/12/13 16:00:00","2030/04/24 14:59:59"
60221,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/01/02 16:00:00","2030/04/24 14:59:59"
60222,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/01/02 16:00:00","2030/04/24 14:59:59"
60231,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/01/16 16:00:00","2030/04/24 14:59:59"
60232,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/01/16 16:00:00","2030/04/24 14:59:59"
60241,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/02/04 16:00:00","2030/04/24 14:59:59"
60242,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/02/04 16:00:00","2030/04/24 14:59:59"
60251,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/02/14 16:00:00","2030/04/24 14:59:59"
60252,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/02/14 16:00:00","2030/04/24 14:59:59"
60261,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/03/02 16:00:00","2030/04/24 14:59:59"
60262,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/03/02 16:00:00","2030/04/24 14:59:59"
60271,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/03/16 16:00:00","2030/04/24 14:59:59"
60272,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/03/16 16:00:00","2030/04/24 14:59:59"
60281,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/04/01 16:00:00","2030/04/24 14:59:59"
60282,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/04/01 16:00:00","2030/04/24 14:59:59"
60291,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/04/15 16:00:00","2030/04/24 14:59:59"
60292,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/04/15 16:00:00","2030/04/24 14:59:59"
60301,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/05/05 16:00:00","2030/04/24 14:59:59"
60302,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/05/05 16:00:00","2030/04/24 14:59:59"
60311,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/05/19 16:00:00","2030/04/24 14:59:59"
60312,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/05/19 16:00:00","2030/04/24 14:59:59"
60321,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/06/03 16:00:00","2030/04/24 14:59:59"
60322,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/06/03 16:00:00","2030/04/24 14:59:59"
60331,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/06/17 16:00:00","2030/04/24 14:59:59"
60332,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/06/17 16:00:00","2030/04/24 14:59:59"
60341,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/09/30 16:00:00","2030/04/24 14:59:59"
60342,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/09/30 16:00:00","2030/04/24 14:59:59"
60361,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/08/17 16:00:00","2030/04/24 14:59:59"
60362,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/08/17 16:00:00","2030/04/24 14:59:59"
60371,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/07/02 16:00:00","2030/04/24 14:59:59"
60372,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/07/02 16:00:00","2030/04/24 14:59:59"
60381,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/07/16 16:00:00","2030/04/24 14:59:59"
60382,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/07/16 16:00:00","2030/04/24 14:59:59"
60391,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/08/03 16:00:00","2030/04/24 14:59:59"
60392,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/08/03 16:00:00","2030/04/24 14:59:59"
60401,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2020/09/18 16:00:00","2030/04/24 14:59:59"
60402,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2020/09/18 16:00:00","2030/04/24 14:59:59"
60411,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60412,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60421,"Boss挑戰券","可於活動期間得到的票券。使用票券即可挑戰頭目戰。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
60422,"討伐證","於活動期間討伐怪物的證明。蒐集後能交換討伐證。",1,13,0,0,9999,0,"2015/12/17 15:00:00","2030/04/24 14:59:59"
90002,"地城幣","是只有挑戰過地下城的人，才能獲得的特殊貨幣。可以用來在地下城商店購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90003,"競技幣","是只有挑戰過戰鬥競技場的人，才能獲得的特殊貨幣。可以用來在競技場商店購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90004,"公主競技幣","是只有挑戰過公主競技場的人，才能獲得的特殊貨幣。可以用來在公主競技場商店購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90005,"女神的秘石","蘊含神祕力量的不可思議之石。可以在女神的秘石商店中購買任意的記憶碎片。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90006,"戰隊幣","是只有挑戰過戰隊競賽的人，才能獲得的特殊貨幣。可以用來在戰隊商店中購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90007,"盧幣","是在阿斯特朗中於食衣住行上不可或缺的流通貨幣。可以用來在公會小屋的商店購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
90008,"大師幣","是只有將主角等級提升到最高的人，才可以取得的特殊貨幣。可以用於大師商店購買物品。",1,12,0,0,999999999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97001,"豬年精選超值紅包","購買後道具會進入禮物箱，可以在禮物箱領取時開啟隨機獲得獎勵",2,6,97001,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97002,"春假精選超值福袋","購買後道具會進入禮物箱，可以在禮物箱領取時開啟隨機獲得獎勵",2,6,97002,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97003,"暑期精選超值福袋","購買後道具會進入禮物箱，可以在禮物箱領取時開啟隨機獲得獎勵",2,6,97003,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97004,"周年閃亮亮福袋","購買後道具會進入禮物箱，可以在禮物箱領取時開啟隨機獲得獎勵",2,6,97004,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97101,"每日寶石禮包卷","※立刻獲得寶石(有償)500個+瑪那(免費)20萬。購入起30天內地下城挑戰回數+1，可以從每日任務中獲得小禮包：寶石(免費)50個、掃蕩券10張。\n※每日寶石禮包可以在期間結束三天前開始再次購買。",2,6,97101,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97102,"公主之心碎片每日禮包","※首次購買後獲得公主之心碎片10個，後續30天每日可領取公主之心碎片3個，全部領完共100個。",2,6,97102,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97103,"每日瑪那禮包(NEW!!)","※立刻獲得瑪那(免費)150萬。購入起30天內可以從每日任務中獲得瑪那(免費)30萬。\n※每日瑪那禮包可以在期間結束三天前開始再次購買。",2,6,97103,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97104,"每日體力禮包","※立刻獲得體力240。購入起30天內可以從每日任務中獲得體力120。\n※每日體力禮包可以在期間結束三天前開始再次購買。",2,6,97104,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97105,"每日秘石禮包","購買後立刻獲得30個女神秘石，每日獲得10個女神秘石(30日)。",2,6,97105,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97501,"公主招財進寶箱","領取道具會進入禮物箱，可以在禮物箱領取時選擇獎勵",2,6,97501,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97502,"公主紫裝自選箱","領取道具會進入禮物箱，可以在禮物箱領取時選擇獎勵",2,6,97502,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97503,"鼠年公主新春包","領取道具會進入禮物箱，可以在禮物箱領取時選擇獎勵",2,6,97503,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
97504,"鼠年公主禮物箱","領取道具會進入禮物箱，可以在禮物箱領取時選擇獎勵",2,6,97504,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
99001,"精鋼鎧甲","用來強化角色裝備，使用後增加 10 點裝備強化值。",2,99,10,0,999,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
99002,"隨機裝備盒","可獲得隨機裝備。",2,6,0,0,1,0,"2015/12/17 15:00:00","2030/08/01 14:59:59"
