action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
107901204,1,10,10,1,0,1.0,32.0,32.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
107950101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
107951101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108000101,1,1,1,0,0,45.0,45.0,3.6,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108000102,1,10,10,1,0,1.0,6.9,6.9,18.0,0.0,0.0,1.0,2,3,2160,3,0,99,"提升我方全體{0}的物理攻擊力","物理攻擊力提升+{0}"
108000201,1,1,1,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108000202,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
108000203,1,1,1,0,0,3.4,3.4,0.27,0.0,0.0,0.0,0.0,1,2,300,3,0,99,"對範圍內的敵人造成{0}的物理傷害","物理傷害+{0}"
108000301,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力+{0}"
108000302,1,10,60,1,0,1.0,100.0,0.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身物理暴擊提升{0}",""
108001201,1,1,1,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108001202,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
108001203,1,1,1,0,0,26.0,26.0,2.1,0.0,0.0,0.0,0.0,1,2,450,3,0,99,"對範圍內的敵人造成{0}的物理傷害","物理傷害+{0}"
108050101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108051101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108100101,1,1,1,0,0,50.0,50.0,4.0,0.0,0.0,0.0,0.0,1,1,2160,5,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108100102,1,28,1000,108100103,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
108100103,1,1,1,0,0,9.0,9.0,0.81,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"對敵方全體造成{0}的物理傷害","物理傷害+{0}"
108100201,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力+{0}"
108100301,1,1,1,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,2,800,3,0,99,"對範圍內的敵人造成{0}的物理傷害","物理傷害+{0}"
108101201,1,10,10,1,0,1.0,50.0,50.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力+{0}"
108101202,1,10,60,1,0,1.0,150.0,0.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身物理暴擊提升{0}",""
108150101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108151101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108200101,1,2,1,0,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108200102,1,1,1,1,0,50.0,50.0,4.0,0.0,0.0,0.0,1.0,1,1,2160,4,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108200103,1,9,3,0,0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"造成{0}的傷害及給予詛咒狀態","詛咒每秒所造成的傷害+{0}"
108200201,1,2,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108200202,1,16,2,0,0,60.0,1.8,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"使敵方單體失去{0}的TP","TP傷害+{0}"
108200203,1,8,7,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"使敵方單體一段時間內無法行動","造成暈眩的成功Lv+1"
108200301,1,10,11,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,1,2,2160,4,0,1,"降低敵方單體{0}的物理攻擊力","物理攻擊力降低+{0}"
108200302,1,10,31,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,1,2,2160,4,0,1,"降低敵方單體{0}的魔法攻擊力","魔法攻擊力下降+{0}"
108201201,1,2,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108201202,1,16,2,0,0,60.0,1.8,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"使敵方單體失去{0}的TP","TP傷害+{0}"
108201203,1,8,7,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"使敵方單體一段時間內無法行動","造成暈眩的成功Lv+1"
108201204,1,61,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"使一名敵人陷入恐慌狀態","恐慌的成功確定Lv+1"
108250101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108251101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108300101,1,1,2,0,0,9.0,9.0,0.81,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"對敵方全體造成{0}的魔法傷害","魔法傷害+{0}"
108300102,1,8,5,0,0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"使全體敵人在一定時間內無法行動","造成麻痺的成功Lv+1"
108300103,1,9,3,0,0,3.5,3.5,12.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"造成{0}的傷害及給予詛咒狀態","詛咒每秒所造成的傷害+{0}"
108300104,1,10,41,1,0,1.0,0.45,0.45,18.0,0.0,0.0,1.0,1,1,2160,3,0,99,"使全體敵人的魔法防禦力下降{0}","魔法防禦力降低+{0}"
108300201,1,1,2,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
108300202,1,11,0,0,0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"誘惑敵單體","造成魅惑的成功Lv+1"
108300301,1,10,30,0,0,1.0,11.0,11.0,12.0,0.0,0.0,0.0,2,2,400,3,0,99,"提升範圍內的我方{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108301201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
108301202,1,11,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"誘惑敵單體","造成魅惑的成功Lv+1"
108301203,1,16,2,0,0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"使敵方單體失去{0}的TP","TP傷害+{0}"
108350101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108351101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108400101,1,15,1,408401,1,0.0,1.0,1.0,0.0,1.0,0.0,450.0,2,1,0,7,0,1,"唱喚出精靈進行魔法攻擊","唱喚精靈的Lv+{0}"
108400102,1,15,1,408402,1,0.0,2.0,1.0,0.0,1.0,0.0,100.0,2,1,0,7,0,1,"唱喚出精靈恢復 HP 最低的夥伴 的 HP","唱喚精靈的Lv+{0}"
108400103,1,15,1,408403,1,0.0,-2.0,1.0,0.0,1.0,0.0,275.0,2,1,0,7,0,1,"唱喚出精靈恢復全體夥伴的 TP","唱喚精靈的Lv+{0}"
108400201,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"讓一名同伴的物理攻擊力提升{0}","物理攻擊力提升+{0}"
108400301,1,10,20,1,0,1.0,0.9,0.9,12.0,0.0,0.0,1.0,2,2,200,3,0,99,"提升範圍內的我方{0}的物理防禦力","物理防禦力提升+{0}"
108400302,1,16,1,0,0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,2,200,3,0,99,"讓範圍內的夥伴恢復{0}TP","TP回復量+{0}"
108401201,1,26,108401202,2,0,8.0,0.3,0.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"",""
108401202,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"讓一名同伴的物理攻擊力提升{0}","物理攻擊力提升+{0}"
108401203,1,10,60,1,0,1.0,100.0,0.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"提升一名夥伴的物理暴擊{0}","物理暴擊提高+{0}"
108450101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108451101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108451102,1,90,5,0,0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法防禦力",""
108500101,1,10,40,1,0,1.0,0.69,0.69,18.0,0.0,0.0,1.0,2,3,2160,3,0,99,"提升我方全體{0}的魔法防禦力","魔法防禦力提升+{0}"
108500102,1,6,4,0,0,15.0,15.0,18.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"展開可吸收{0}傷害量的魔法吸收護盾","吸收傷害量+{0}"
108500201,1,50,20,1,1,1.0,2.25,2.25,10.0,0.0,0.0,0.0,2,2,300,3,0,99,"鈴響期間，範圍內的夥伴物理防禦力提升{0}","物理防禦力提升+{0}"
108500301,1,37,3,1,1,0.5,0.5,0.05,0.0,8.0,0.0,150.0,2,3,0,7,0,1,"展開每秒回復{0}HP的結界","每１秒的HP回復量+{0}"
108501201,1,50,20,1,5,1.0,2.25,2.25,10.0,0.0,0.0,0.0,2,2,300,3,0,99,"鈴響期間，範圍內的夥伴物理防禦力提升{0}","物理防禦力提升+{0}"
108501202,1,10,20,1,0,1.0,0.9,0.9,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"提升我方全體{0}的物理防禦力","物理防禦力提升+{0}"
108501203,1,16,1,0,0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"回復自身{0}的TP","TP回復量+{0}"
108550101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
108551101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
108600101,1,1,1,0,0,80.0,80.0,7.4,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108600102,1,1,3,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"消耗自身{0}的HP",""
108600201,1,10,10,1,0,1.0,22.0,22.0,10.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108600301,1,1,1,0,0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108600302,1,3,3,0,0,200.0,0.0,500.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
108601201,1,10,10,1,0,1.0,42.0,42.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108601202,1,8,2,0,0,1.75,0.0,12.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"自己的行動速度上升",""
108650101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108651101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108700101,1,1,1,0,0,52.0,52.0,4.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108700102,1,10,21,1,0,1.0,0.2,0.2,18.0,0.0,0.0,1.0,1,1,-1,1,0,1,"降低敵方單體{0}的物理防禦力","物理防禦力降低+{0}"
108700103,1,10,81,1,0,1.0,20.0,0.0,18.0,0.0,0.0,0.0,1,1,-1,1,0,1,"使一名敵人的 TP 上升降低{0}",""
108700201,1,10,10,1,0,1.0,9.0,9.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108700202,1,10,10,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"讓目標夥伴的物理攻擊力提升{0}","物理攻擊力提升+{0}"
108700301,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
108701201,1,10,10,1,0,1.0,9.0,9.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108701202,1,10,10,1,0,1.0,24.0,24.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"讓目標夥伴的物理攻擊力提升{0}","物理攻擊力提升+{0}"
108701203,1,10,60,1,0,1.0,60.0,0.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"提升該目標夥伴{0}的物理暴擊","物理暴擊提高+{0}"
108750101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108751101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
108800101,1,6,5,0,0,45.0,45.0,18.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"展開{0}傷害比例的物理魔法無效屏障","無效傷害量+{0}"
108800102,1,48,2,1,0,2.0,2.0,0.12,0.0,10.0,0.0,0.0,2,3,2160,3,0,99,"每秒回復{0}的HP","回復量+{0}"
108800103,1,10,31,1,0,2.0,90.0,0.0,18.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法攻擊力降低為初期值的90%",""
108800201,1,10,11,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"降低敵方單體{0}的物理攻擊力","物理攻擊力降低+{0}"
108800202,1,10,31,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"降低敵方單體{0}的魔法攻擊力","魔法攻擊力下降+{0}"
108800301,1,10,30,1,0,1.0,11.0,11.0,12.0,0.0,0.0,1.0,2,3,2160,21,0,99,"讓目標夥伴的魔法攻擊力提升{0}","魔法攻擊力提升+{0}"
108801201,1,10,11,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"降低敵方單體{0}的物理攻擊力","物理攻擊力降低+{0}"
108801202,1,10,31,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"降低敵方單體{0}的魔法攻擊力","魔法攻擊力下降+{0}"
108801203,1,10,41,1,0,1.0,0.8,0.8,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"降低敵方單體{0}的魔法防禦力","魔法防禦力降低+{0}"
108801204,1,10,81,1,0,1.0,30.0,0.0,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"使一名敵人的 TP 上升降低{0}",""
108850101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108851101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
108900101,1,1,1,0,0,12.0,12.0,1.08,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"對敵方全體造成{0}的物理傷害","物理傷害+{0}"
108900102,1,8,7,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"使全體敵人在一定時間內無法行動","造成暈眩的成功Lv+1"
108900201,1,20,1,0,0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"挑釁敵方全體",""
108900202,1,42,2,108900203,0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,0,3,0,1,"",""
108900203,1,1,1,0,0,3.6,3.6,0.29,0.0,0.0,0.0,0.0,1,1,280,3,0,99,"對範圍內的敵人造成{0}的物理傷害","反擊時的物理傷害+{0}"
108900204,1,10,21,1,0,1.0,0.16,0.16,12.0,0.0,0.0,1.0,1,1,280,3,0,99,"降低範圍內的敵人{0}的物理防禦力","物理防禦力降低+{0}"
108900301,1,6,2,0,0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,2,2,280,3,0,99,"展開{0}傷害量的魔法無效護盾","無效傷害量+{0}"
108900302,1,10,40,1,0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
108901201,1,20,1,0,0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"挑釁敵方全體",""
108901202,1,42,2,108901203,0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,0,3,0,1,"",""
108901203,1,1,1,0,0,14.4,3.6,1.2,0.0,0.0,0.0,0.0,1,1,430,3,0,99,"對範圍內的敵人造成{0}的物理傷害","反擊時的物理傷害+{0}"
108901204,1,10,21,1,0,1.0,0.24,0.24,12.0,0.0,0.0,1.0,1,1,430,3,0,99,"降低範圍內的敵人{0}的物理防禦力","物理防禦力降低+{0}"
108901205,1,10,40,1,0,1.0,2.0,2.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
108901206,1,8,7,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,1,430,3,0,99,"使範圍內的敵人一段時間內無法行動","造成暈眩的成功Lv+1"
108950101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
108951101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法防禦力","魔法防禦力提升+{0}"
109000101,1,26,109000102,1,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000102,1,1,1,0,0,55.0,55.0,4.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
109000201,1,26,109000202,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000202,1,1,1,0,0,18.0,18.0,1.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
109000301,1,1,3,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"消耗自身{0}的HP",""
109000302,1,26,109000303,2,0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000303,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
109001201,1,26,109001202,1,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109001202,1,1,1,0,0,27.0,27.0,2.1,0.0,0.0,2.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
109050101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
109051101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
109100101,1,38,10,1,3,12.0,12.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"展開領域使物理攻擊力提升{0}","物理攻擊力提升+{0}"
109100102,1,38,60,1,0,100.0,0.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"展開領域使物理暴擊提升{0}","物理暴擊提高+{0}"
109100103,1,38,80,1,0,5.0,0.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"展開領域使 TP 上升提升{0}","TP 上升提高+{0}"
109100201,1,53,109100101,109100203,109100202,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100202,1,4,1,0,0,1.0,5.0,5.0,0.4,0.0,0.0,0.0,2,2,200,5,0,1,"目標 HP 恢復{0}","HP回復量+{0}"
109100203,1,4,1,0,0,1.0,5.0,5.0,0.4,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109100204,1,53,109100101,109100206,109100205,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100205,1,16,1,0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,2,2,200,5,0,1,"目標 TP 恢復{0}","TP回復量+{0}"
109100206,1,16,1,0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109100301,1,53,109100101,109100303,109100302,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100302,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的物理傷害","物理傷害+{0}"
109100303,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"領域展開時，對一名敵人造成{0}的物理傷害","物理傷害+{0}"
109100304,1,53,109100101,109100306,109100305,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100305,1,10,21,0,0,1.0,0.15,0.15,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"降低敵方單體{0}的物理防禦力","物理防禦力降低+{0}"
109100306,1,10,21,0,0,1.0,0.25,0.25,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"領域展開時，使一名敵人物理防禦力下降{0}","物理防禦力降低+{0}"
109101201,1,53,109100101,109101203,109101202,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109101202,1,4,1,0,0,1.0,6.25,6.25,0.5,0.0,0.0,0.0,2,2,200,5,0,1,"目標 HP 恢復{0}","HP回復量+{0}"
109101203,1,4,1,0,0,1.0,6.25,6.25,0.5,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109101204,1,53,109100101,109101206,109101205,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109101205,1,16,1,0,0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,2,2,200,5,0,1,"目標 TP 恢復{0}","TP回復量+{0}"
109101206,1,16,1,0,0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109101207,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"讓目標夥伴的物理攻擊力提升{0}","物理攻擊力提升+{0}"
109150101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
109151101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
109200101,1,1,2,0,0,45.0,45.0,4.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
109200102,1,23,650,109200103,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2160,3,0,99,"",""
109200103,1,10,30,1,0,1.0,18.0,18.0,18.0,0.0,0.0,1.0,2,2,2160,3,0,99,"讓目標夥伴的魔法攻擊力提升{0}","魔法攻擊力提升+{0}"
109200201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
109200301,1,35,0,0,0,1.0,50.0,12.0,1.0,0.0,0.0,0.0,2,2,200,3,0,99,"使範圍內的夥伴獲得英靈之加護",""
109200302,1,8,2,0,0,1.1,0.0,12.0,0.0,0.0,0.0,0.0,2,2,200,3,0,99,"使範圍內的夥伴行動速度上升",""
109200303,1,10,30,1,0,1.0,12.5,12.5,12.0,0.0,0.0,1.0,2,2,200,3,0,99,"提升範圍內的我方{0}的魔法攻擊力","魔法攻擊力提升+{0}"
109201201,1,1,2,0,0,33.5,33.5,2.7,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
109201202,1,28,650,109201203,109201204,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109201203,1,16,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,2160,3,0,99,"回復我方全體{0}的TP",""
109201204,1,8,2,0,0,1.25,0.0,12.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"自己的行動速度上升",""
109250101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
109251101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
109300101,1,26,109300103,3,0,102.0,0.12,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109300102,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
