comment_id,where_type,character_id,face_type,character_name,description,voice_id,start_time,end_time,pos_x,pos_y,change_face_time,change_face_type,event_id
10048109,51,113701,1,"アカリ（エンジェル）","",204,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,7.306,2,10048
10048110,52,113801,4,"ヨリ（エンジェル）","",105,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,9.501,2,10048
10048111,52,113701,1,"アカリ（エンジェル）","",205,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,14.779,2,10048
10048112,52,113801,1,"ヨリ（エンジェル）","",106,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,30.0,12.815,4,10048
10048113,52,113701,1,"アカリ（エンジェル）","",206,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,9.6,2,10048
10048114,52,113801,2,"ヨリ（エンジェル）","",107,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,7.346,6,10048
10048115,52,113701,1,"アカリ（エンジェル）","",207,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,8.475,2,10048
10049001,53,190802,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2021/01/18 16:00:00","2021/01/27 14:59:59",-416.5,0.0,3.414,2,10049
10049002,53,190802,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2021/01/18 16:00:00","2021/01/27 15:59:59",-416.5,0.0,3.099,2,10049
10049003,54,190802,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2021/01/18 16:00:00","2021/01/27 15:59:59",-416.5,0.0,2.801,2,10049
10049004,54,190802,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2021/01/18 16:00:00","2021/01/27 15:59:59",-416.5,0.0,0.0,2,10049
10049005,57,190802,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2021/01/18 16:00:00","2021/01/27 15:59:59",-416.5,0.0,0.0,1,10049
10049006,55,190802,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2021/01/18 16:00:00","2021/01/27 15:59:59",-363.0,0.0,5.506,2,10049
10049007,55,190802,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2021/01/18 16:00:00","2021/01/27 15:59:59",-363.0,0.0,1.216,1,10049
10049008,56,190802,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2021/01/18 16:00:00","2021/01/27 15:59:59",-363.0,0.0,1.539,1,10049
10049009,56,190802,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2021/01/18 16:00:00","2021/01/27 15:59:59",-363.0,0.0,1.875,1,10049
10049101,51,111301,3,"ミミ（ハロウィン）","",101,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,7.884,2,10049
10049102,51,111101,2,"キョウカ（ハロウィン）","",201,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,0.0,2,10049
10049103,51,111201,2,"ミソギ（ハロウィン）","",301,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,0.0,2,10049
10049104,51,111301,2,"ミミ（ハロウィン）","",102,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,5.691,5,10049
10049105,51,111101,3,"キョウカ（ハロウィン）","",202,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,5.978,4,10049
10049106,51,111201,2,"ミソギ（ハロウィン）","",302,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,0.0,2,10049
10049107,51,111301,6,"ミミ（ハロウィン）","",103,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,3.417,2,10049
10049108,51,111101,4,"キョウカ（ハロウィン）","",203,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,5.976,3,10049
10049109,51,111201,1,"ミソギ（ハロウィン）","",303,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,3.801,2,10049
10049110,52,111301,4,"ミミ（ハロウィン）","",104,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,0.0,4,10049
10049111,52,111101,4,"キョウカ（ハロウィン）","",204,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,7.559,2,10049
10049112,52,111201,4,"ミソギ（ハロウィン）","",304,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,6.541,2,10049
10049113,52,111301,2,"ミミ（ハロウィン）","",105,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,0.0,2,10049
10049114,52,111101,1,"キョウカ（ハロウィン）","",205,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,5.242,5,10049
10049115,52,111201,2,"ミソギ（ハロウィン）","",305,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,5.13,3,10049
10049116,52,111301,1,"ミミ（ハロウィン）","",106,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,4.651,4,10049
10049117,52,111101,1,"キョウカ（ハロウィン）","",206,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,6.947,2,10049
10049118,52,111201,1,"ミソギ（ハロウィン）","",306,"2021/01/18 16:00:00","2021/01/27 15:59:59",-285.0,8.0,4.051,2,10049
10050001,53,190802,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2021/02/01 16:00:00","2021/02/19 15:59:59",-416.5,0.0,3.414,2,10050
10050002,53,190802,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2021/02/01 16:00:00","2021/02/19 15:59:59",-416.5,0.0,3.099,2,10050
10050003,54,190802,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2021/02/01 16:00:00","2021/02/19 15:59:59",-416.5,0.0,2.801,2,10050
10050004,54,190802,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2021/02/01 16:00:00","2021/02/19 15:59:59",-416.5,0.0,0.0,2,10050
10050005,57,190802,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2021/02/01 16:00:00","2021/02/19 15:59:59",-416.5,0.0,0.0,1,10050
10050006,55,190802,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2021/02/01 16:00:00","2021/02/19 15:59:59",-363.0,0.0,5.506,2,10050
10050007,55,190802,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2021/02/01 16:00:00","2021/02/19 15:59:59",-363.0,0.0,1.216,1,10050
10050008,56,190802,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2021/02/01 16:00:00","2021/02/19 15:59:59",-363.0,0.0,1.539,1,10050
10050009,56,190802,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2021/02/01 16:00:00","2021/02/19 15:59:59",-363.0,0.0,1.875,1,10050
10050101,51,105401,1,"ツムギ","",101,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.07,2,10050
10050102,51,113901,1,"ツムギ（ハロウィン）","",111,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.07,2,10050
10050103,51,100301,1,"レイ","",301,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050104,51,114001,1,"レイ（ハロウィン）","",311,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050105,51,100501,1,"茉莉","",201,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050106,51,114101,1,"マツリ（ハロウィン）","",211,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050107,51,105401,4,"ツムギ","",102,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,4.125,1,10050
10050108,51,113901,4,"ツムギ（ハロウィン）","",112,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,4.125,1,10050
10050109,51,100301,6,"レイ","",302,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,7.138,3,10050
10050110,51,114001,6,"レイ（ハロウィン）","",312,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,7.138,3,10050
10050111,51,100501,1,"茉莉","",202,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,10.045,2,10050
10050112,51,114101,1,"マツリ（ハロウィン）","",212,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,10.045,2,10050
10050113,51,105401,6,"ツムギ","",103,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,6.12,1,10050
10050114,51,113901,6,"ツムギ（ハロウィン）","",113,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,6.12,1,10050
10050115,51,100301,4,"レイ","",303,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,3.278,6,10050
10050116,51,114001,4,"レイ（ハロウィン）","",313,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,3.278,6,10050
10050117,51,100501,1,"茉莉","",203,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050118,51,114101,1,"マツリ（ハロウィン）","",213,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050119,52,105401,1,"ツムギ","",104,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.055,4,10050
10050120,52,113901,1,"ツムギ（ハロウィン）","",114,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.055,4,10050
10050121,52,100301,1,"レイ","",304,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050122,52,114001,1,"レイ（ハロウィン）","",314,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,0.0,1,10050
10050123,52,100501,1,"茉莉","",204,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,4.295,2,10050
10050124,52,114101,1,"マツリ（ハロウィン）","",214,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,4.295,2,10050
10050125,52,105401,4,"ツムギ","",105,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,7.077,6,10050
10050126,52,113901,4,"ツムギ（ハロウィン）","",115,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,7.077,6,10050
10050127,52,100301,1,"レイ","",305,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,6.162,4,10050
10050128,52,114001,1,"レイ（ハロウィン）","",315,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,6.162,4,10050
10050129,52,100501,1,"茉莉","",205,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.09,2,10050
10050130,52,114101,1,"マツリ（ハロウィン）","",215,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.09,2,10050
10050131,52,105401,4,"ツムギ","",106,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.192,1,10050
10050132,52,113901,4,"ツムギ（ハロウィン）","",116,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.192,1,10050
10050133,52,100301,1,"レイ","",306,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.0,2,10050
10050134,52,114001,1,"レイ（ハロウィン）","",316,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,9.0,2,10050
10050135,52,100501,1,"茉莉","",206,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,2.27,2,10050
10050136,52,114101,1,"マツリ（ハロウィン）","",216,"2021/02/01 16:00:00","2021/02/19 15:59:59",-285.0,8.0,2.27,2,10050
10051001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2021/02/19 16:00:00","2021/02/28 15:59:59",-416.5,0.0,3.414,2,10051
10051002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2021/02/19 16:00:00","2021/02/28 15:59:59",-416.5,0.0,3.099,2,10051
10051003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2021/02/19 16:00:00","2021/02/28 15:59:59",-416.5,0.0,2.801,2,10051
10051004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2021/02/19 16:00:00","2021/02/28 15:59:59",-416.5,0.0,0.0,2,10051
10051005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2021/02/19 16:00:00","2021/02/28 15:59:59",-416.5,0.0,0.0,1,10051
10051006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2021/02/19 16:00:00","2021/02/28 15:59:59",-363.0,0.0,5.506,2,10051
10051007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2021/02/19 16:00:00","2021/02/28 15:59:59",-363.0,0.0,1.216,1,10051
10051008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2021/02/19 16:00:00","2021/02/28 15:59:59",-363.0,0.0,1.539,1,10051
10051009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2021/02/19 16:00:00","2021/02/28 15:59:59",-363.0,0.0,1.875,1,10051
10051101,51,103701,1,"智","",201,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,5.5,2,10051
10051102,51,100501,1,"茉莉","",301,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,3.3,2,10051
10051103,51,106501,1,"カヤ","",101,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,0.0,1,10051
10051104,51,106601,3,"イノリ","",401,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,4.7,2,10051
10051105,51,103701,1,"智","",202,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,0.0,1,10051
10051106,51,100501,1,"茉莉","",302,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,7.1,4,10051
10051107,51,106501,1,"カヤ","",102,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,6.0,2,10051
10051108,51,106601,5,"イノリ","",402,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,3.5,3,10051
10051109,51,103701,2,"智","",203,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,0.0,2,10051
10051110,51,100501,2,"茉莉","",303,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,5.2,1,10051
10051111,51,106501,1,"カヤ","",103,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,4.8,4,10051
10051112,52,103701,1,"智","",204,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,0.0,1,10051
10051113,52,100501,1,"茉莉","",304,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,5.1,4,10051
10051114,52,106501,1,"カヤ","",104,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,3.9,2,10051
10051115,52,106601,2,"イノリ","",404,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,5.0,4,10051
10051116,52,103701,4,"智","",205,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,6.0,2,10051
10051117,52,100501,1,"茉莉","",305,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,4.9,3,10051
10051118,52,106501,1,"カヤ","",105,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,4.4,4,10051
10051119,52,106601,4,"イノリ","",405,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,5.7,2,10051
10051120,52,103701,2,"智","",206,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,8.5,1,10051
10051121,52,100501,5,"茉莉","",306,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,0.0,5,10051
10051122,52,106501,2,"カヤ","",106,"2021/02/19 16:00:00","2021/02/28 15:59:59",-285.0,0.0,3.6,5,10051
10052001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2021/03/02 16:00:00","2021/03/20 15:59:59",-416.5,0.0,3.414,2,10052
10052002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2021/03/02 16:00:00","2021/03/20 15:59:59",-416.5,0.0,3.099,2,10052
10052003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2021/03/02 16:00:00","2021/03/20 15:59:59",-416.5,0.0,2.801,2,10052
10052004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2021/03/02 16:00:00","2021/03/20 15:59:59",-416.5,0.0,0.0,2,10052
10052005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2021/03/02 16:00:00","2021/03/20 15:59:59",-416.5,0.0,0.0,1,10052
10052006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2021/03/02 16:00:00","2021/03/20 15:59:59",-363.0,0.0,5.506,2,10052
10052007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2021/03/02 16:00:00","2021/03/20 15:59:59",-363.0,0.0,1.216,1,10052
10052008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2021/03/02 16:00:00","2021/03/20 15:59:59",-363.0,0.0,1.539,1,10052
10052009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2021/03/02 16:00:00","2021/03/20 15:59:59",-363.0,0.0,1.875,1,10052
10052101,51,114201,1,"モニカ（マジカル）","",101,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,14.22,5,10052
10052102,51,103701,1,"トモ","",201,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,0.0,1,10052
10052103,51,114201,2,"モニカ（マジカル）","",102,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,16.88,6,10052
10052104,51,114301,1,"トモ（マジカル）","",202,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,17.15,2,10052
10052105,51,114201,6,"モニカ（マジカル）","",103,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,4.7,1,10052
10052106,51,114301,5,"トモ（マジカル）","",203,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,4.77,2,10052
10052107,52,114201,1,"モニカ（マジカル）","",104,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,13.1,2,10052
10052108,52,114301,1,"トモ（マジカル）","",204,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,20.2,2,10052
10052109,52,114201,1,"モニカ（マジカル）","",105,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,15.4,2,10052
10052110,52,114301,2,"トモ（マジカル）","",205,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,13.97,6,10052
10052111,52,114201,2,"モニカ（マジカル）","",106,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,8.92,4,10052
10052112,52,114301,5,"トモ（マジカル）","",206,"2021/03/02 16:00:00","2021/03/20 15:59:59",-285.0,8.0,0.0,5,10052
10055001,53,190803,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2021/03/17 16:00:00","2021/03/26 15:59:59",-416.5,0.0,3.414,2,10055
10055002,53,190803,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2021/03/17 16:00:00","2021/03/26 15:59:59",-416.5,0.0,3.099,2,10055
10055003,54,190803,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2021/03/17 16:00:00","2021/03/26 15:59:59",-416.5,0.0,2.801,2,10055
10055004,54,190803,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2021/03/17 16:00:00","2021/03/26 15:59:59",-416.5,0.0,0.0,2,10055
10055005,57,190803,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2021/03/17 16:00:00","2021/03/26 15:59:59",-416.5,0.0,0.0,1,10055
10055006,55,190803,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2021/03/17 16:00:00","2021/03/26 15:59:59",-363.0,0.0,5.506,2,10055
10055007,55,190803,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2021/03/17 16:00:00","2021/03/26 15:59:59",-363.0,0.0,1.216,1,10055
10055008,56,190803,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2021/03/17 16:00:00","2021/03/26 15:59:59",-363.0,0.0,1.539,1,10055
10055009,56,190803,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2021/03/17 16:00:00","2021/03/26 15:59:59",-363.0,0.0,1.875,1,10055
10055101,51,111601,1,"ノゾミ（クリスマス）","",101,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,7.668,2,10055
10055102,51,111501,1,"クリスティーナ（クリスマス）","",201,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,10.836,2,10055
10055103,51,111701,4,"イリヤ（クリスマス）","",301,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,15.551,1,10055
10055104,51,111601,1,"ノゾミ（クリスマス）","",102,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,8.217,2,10055
10055105,51,111501,1,"クリスティーナ（クリスマス）","",202,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,11.234,2,10055
10055106,51,111701,1,"イリヤ（クリスマス）","",302,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,0.0,1,10055
10055107,51,111601,1,"ノゾミ（クリスマス）","",103,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,10.444,2,10055
10055108,51,111501,1,"クリスティーナ（クリスマス）","",203,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,0.0,1,10055
10055109,51,111701,1,"イリヤ（クリスマス）","",303,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,8.025,5,10055
10055110,52,111601,1,"ノゾミ（クリスマス）","",104,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,10.624,2,10055
10055111,52,111501,1,"クリスティーナ（クリスマス）","",204,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,13.079,2,10055
10055112,52,111701,4,"イリヤ（クリスマス）","",304,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,10.263,1,10055
10055113,52,111601,1,"ノゾミ（クリスマス）","",105,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,8.158,2,10055
10055114,52,111501,1,"クリスティーナ（クリスマス）","",205,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,9.843,2,10055
10055115,52,111701,1,"イリヤ（クリスマス）","",305,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,0.0,1,10055
10055116,52,111601,1,"ノゾミ（クリスマス）","",106,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,10.687,6,10055
10055117,52,111501,1,"クリスティーナ（クリスマス）","",206,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,11.208,2,10055
10055118,52,111701,1,"イリヤ（クリスマス）","",306,"2021/03/17 16:00:00","2021/03/26 15:59:59",-285.0,8.0,12.452,5,10055
20001101,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/07/02 16:00:00","2030/04/19 15:00:00",-416.5,0.0,3.414,2,20001
20001102,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/07/02 16:00:00","2030/04/19 15:00:00",-416.5,0.0,3.099,2,20001
20001103,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/07/02 16:00:00","2030/04/19 15:00:00",-416.5,0.0,2.801,2,20001
20001104,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/07/02 16:00:00","2030/04/19 15:00:00",-416.5,0.0,0.0,2,20001
20001105,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/07/02 16:00:00","2030/04/19 15:00:00",-416.5,0.0,0.0,1,20001
20001106,51,101201,1,"初音","",101,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,3.422,2,20001
20001107,51,103801,1,"栞","",201,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,3.335,6,20001
20001108,51,101201,2,"初音","",102,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,0.0,2,20001
20001109,51,103801,1,"栞","",202,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,2.42,5,20001
20001110,51,101201,2,"初音","",103,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,1.615,2,20001
20001111,51,103801,2,"栞","",203,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,1.258,2,20001
20001112,52,101201,2,"初音","",104,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,0.0,2,20001
20001113,52,103801,2,"栞","",204,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,1.85,5,20001
20001114,52,101201,1,"初音","",105,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,2.613,2,20001
20001115,52,103801,2,"栞","",205,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,1.763,2,20001
20001116,52,101201,2,"初音","",106,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,0.0,2,20001
20001117,52,103801,1,"栞","",206,"2020/07/02 16:00:00","2030/04/19 15:00:00",-285.0,8.0,3.306,5,20001
20002101,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/08/03 16:00:00","2030/04/19 15:00:00",-416.5,0.0,3.414,2,20002
20002102,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/08/03 16:00:00","2030/04/19 15:00:00",-416.5,0.0,3.099,2,20002
20002103,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/08/03 16:00:00","2030/04/19 15:00:00",-416.5,0.0,2.801,2,20002
20002104,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/08/03 16:00:00","2030/04/19 15:00:00",-416.5,0.0,0.0,2,20002
20002105,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/08/03 16:00:00","2030/04/19 15:00:00",-416.5,0.0,0.0,1,20002
20002106,51,102001,1,"美美","",107,"2020/08/03 16:00:00","2030/04/19 15:00:00",-285.0,8.0,1.422,4,20002
20002107,51,100401,1,"禊","",201,"2020/08/03 16:00:00","2030/04/19 15:00:00",-285.0,8.0,3.335,2,20002
20002108,51,103601,1,"鏡華","",301,"2020/08/03 16:00:00","2030/04/19 15:00:00",-285.0,8.0,0.0,2,20002
