id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order
301,38,3000.0,112,30,"2020/08/26 05:00:00","2020/09/01 04:59:59",0,0,0
302,32,3000.0,102,30,"2020/08/26 05:00:00","2020/09/01 04:59:59",0,0,0
303,42,3000.0,102,40,"2020/08/26 05:00:00","2020/09/01 04:59:59",0,0,0
304,37,2000.0,109,30,"2020/09/01 05:00:00","2020/09/06 04:59:59",0,0,0
305,38,2000.0,112,30,"2020/09/01 05:00:00","2020/09/06 04:59:59",0,0,0
306,34,2000.0,103,30,"2020/09/01 05:00:00","2020/09/14 04:59:59",0,0,0
307,44,2000.0,103,40,"2020/09/01 05:00:00","2020/09/14 04:59:59",0,0,0
308,45,2000.0,104,40,"2020/09/06 05:00:00","2020/09/19 04:59:59",0,0,0
309,31,2000.0,101,30,"2020/09/14 05:00:00","2020/10/01 04:59:59",0,0,0
310,41,2000.0,101,40,"2020/09/14 05:00:00","2020/10/01 04:59:59",0,0,0
311,37,2000.0,109,30,"2020/09/21 05:00:00","2020/09/26 04:59:59",0,0,0
312,38,2000.0,112,30,"2020/09/21 05:00:00","2020/09/26 04:59:59",0,0,0
313,32,2000.0,102,30,"2020/09/26 05:00:00","2020/10/01 04:59:59",0,0,0
314,42,2000.0,102,40,"2020/09/26 05:00:00","2020/10/01 04:59:59",0,0,0
315,151,1500.0,6004,80,"2020/09/01 16:00:00","2020/09/18 15:59:59",0,0,0
316,152,1500.0,6005,80,"2020/09/01 16:00:00","2020/09/18 15:59:59",0,0,0
317,251,1500.0,7004,80,"2020/09/18 16:00:00","2020/09/25 15:59:59",0,0,0
318,252,1500.0,7005,80,"2020/09/18 16:00:00","2020/09/25 15:59:59",0,0,0
319,151,1500.0,6004,80,"2020/09/30 16:00:00","2020/10/21 15:59:59",0,0,0
320,152,1500.0,6005,80,"2020/09/30 16:00:00","2020/10/21 15:59:59",0,0,0
321,45,2000.0,104,40,"2020/10/01 05:00:00","2020/10/14 04:59:59",0,0,0
322,34,2000.0,103,30,"2020/10/01 05:00:00","2020/10/14 04:59:59",0,0,0
323,44,2000.0,103,40,"2020/10/01 05:00:00","2020/10/14 04:59:59",0,0,0
324,32,2000.0,102,30,"2020/10/07 05:00:00","2020/10/12 04:59:59",0,0,0
325,42,2000.0,102,40,"2020/10/07 05:00:00","2020/10/12 04:59:59",0,0,0
326,37,2000.0,109,30,"2020/10/14 05:00:00","2020/10/24 04:59:59",0,0,0
327,38,2000.0,112,30,"2020/10/14 05:00:00","2020/10/24 04:59:59",0,0,0
328,31,2000.0,101,30,"2020/10/14 05:00:00","2020/10/24 04:59:59",0,0,0
329,41,2000.0,101,40,"2020/10/14 05:00:00","2020/10/24 04:59:59",0,0,0
330,91,1500.0,101,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
331,92,1500.0,102,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
332,93,1500.0,111,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
333,94,1500.0,109,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
334,95,1500.0,112,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
335,100,1500.0,8004,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
336,101,1500.0,8005,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
337,96,1500.0,6004,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
338,97,1500.0,6005,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
339,98,1500.0,7004,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
340,99,1500.0,7005,100,"2020/10/14 05:00:00","2020/11/01 04:59:59",0,0,0
341,251,1500.0,7004,80,"2020/10/19 16:00:00","2020/10/26 15:59:59",0,0,0
342,252,1500.0,7005,80,"2020/10/19 16:00:00","2020/10/26 15:59:59",0,0,0
343,32,3000.0,102,30,"2020/10/24 05:00:00","2020/10/27 04:59:59",0,0,0
344,42,3000.0,102,40,"2020/10/24 05:00:00","2020/10/27 04:59:59",0,0,0
345,31,3000.0,101,30,"2020/10/27 05:00:00","2020/11/01 04:59:59",0,0,0
346,41,3000.0,101,40,"2020/10/27 05:00:00","2020/11/01 04:59:59",0,0,0
347,37,2000.0,109,30,"2020/11/01 05:00:00","2020/11/06 04:59:59",0,0,0
348,38,2000.0,112,30,"2020/11/01 05:00:00","2020/11/06 04:59:59",0,0,0
349,34,2000.0,103,30,"2020/11/01 05:00:00","2020/11/13 04:59:59",0,0,0
350,44,2000.0,103,40,"2020/11/01 05:00:00","2020/11/13 04:59:59",0,0,0
351,151,1500.0,6004,80,"2020/11/02 16:00:00","2020/11/16 15:59:59",0,0,0
352,152,1500.0,6005,80,"2020/11/02 16:00:00","2020/11/16 15:59:59",0,0,0
353,45,2000.0,104,40,"2020/11/06 05:00:00","2020/11/18 04:59:59",0,0,0
354,31,2000.0,101,30,"2020/11/13 05:00:00","2020/12/01 04:59:59",0,0,0
355,41,2000.0,101,40,"2020/11/13 05:00:00","2020/12/01 04:59:59",0,0,0
356,37,2000.0,109,30,"2020/11/18 05:00:00","2020/11/23 04:59:59",0,0,0
357,38,2000.0,112,30,"2020/11/18 05:00:00","2020/11/23 04:59:59",0,0,0
358,32,2000.0,102,30,"2020/11/23 05:00:00","2020/12/01 04:59:59",0,0,0
359,42,2000.0,102,40,"2020/11/23 05:00:00","2020/12/01 04:59:59",0,0,0
360,251,1500.0,7004,80,"2020/11/17 16:00:00","2020/11/24 15:59:59",0,0,0
361,252,1500.0,7005,80,"2020/11/17 16:00:00","2020/11/24 15:59:59",0,0,0
362,37,2000.0,109,30,"2020/12/01 05:00:00","2020/12/05 04:59:59",0,0,0
363,38,2000.0,112,30,"2020/12/01 05:00:00","2020/12/05 04:59:59",0,0,0
364,34,2000.0,103,30,"2020/12/01 05:00:00","2020/12/14 04:59:59",0,0,0
365,44,2000.0,103,40,"2020/12/01 05:00:00","2020/12/14 04:59:59",0,0,0
366,45,2000.0,104,40,"2020/12/06 05:00:00","2020/12/16 04:59:59",0,0,0
367,31,2000.0,101,30,"2020/12/14 05:00:00","2020/12/30 04:59:59",0,0,0
368,41,2000.0,101,40,"2020/12/14 05:00:00","2020/12/30 04:59:59",0,0,0
369,37,2000.0,109,30,"2020/12/18 05:00:00","2020/12/22 04:59:59",0,0,0
370,38,2000.0,112,30,"2020/12/18 05:00:00","2020/12/22 04:59:59",0,0,0
371,32,2000.0,102,30,"2020/12/23 05:00:00","2021/01/01 04:59:59",0,0,0
372,42,2000.0,102,40,"2020/12/23 05:00:00","2021/01/01 04:59:59",0,0,0
373,151,1500.0,6004,80,"2020/12/04 16:00:00","2020/12/18 15:59:59",0,0,0
374,152,1500.0,6005,80,"2020/12/04 16:00:00","2020/12/18 15:59:59",0,0,0
375,251,1500.0,7004,80,"2020/12/18 16:00:00","2020/12/25 15:59:59",0,0,0
376,252,1500.0,7005,80,"2020/12/18 16:00:00","2020/12/25 15:59:59",0,0,0
377,151,1500.0,6004,80,"2020/12/31 16:00:00","2021/01/14 15:59:59",0,0,0
378,152,1500.0,6005,80,"2020/12/31 16:00:00","2021/01/14 15:59:59",0,0,0
379,34,2000.0,103,30,"2021/01/01 05:00:00","2021/01/15 04:59:59",0,0,0
380,44,2000.0,103,40,"2021/01/01 05:00:00","2021/01/15 04:59:59",0,0,0
381,45,2000.0,104,40,"2021/01/01 05:00:00","2021/01/10 04:59:59",0,0,0
382,31,2000.0,101,30,"2021/01/13 05:00:00","2021/02/01 04:59:59",0,0,0
383,41,2000.0,101,40,"2021/01/13 05:00:00","2021/02/01 04:59:59",0,0,0
384,32,2000.0,102,30,"2021/01/15 05:00:00","2021/01/23 04:59:59",0,0,0
385,42,2000.0,102,40,"2021/01/15 05:00:00","2021/01/23 04:59:59",0,0,0
386,251,1500.0,7004,80,"2021/01/18 16:00:00","2021/01/25 15:59:59",0,0,0
387,252,1500.0,7005,80,"2021/01/18 16:00:00","2021/01/25 15:59:59",0,0,0
388,37,2000.0,109,30,"2021/01/23 05:00:00","2021/01/30 04:59:59",0,0,0
389,38,2000.0,112,30,"2021/01/23 05:00:00","2021/01/30 04:59:59",0,0,0
390,151,1500.0,6004,80,"2021/02/01 16:00:00","2021/02/15 15:59:59",0,0,0
391,152,1500.0,6005,80,"2021/02/01 16:00:00","2021/02/15 15:59:59",0,0,0
392,34,2000.0,103,30,"2021/02/01 05:00:00","2021/02/08 04:59:59",0,0,0
393,44,2000.0,103,40,"2021/02/01 05:00:00","2021/02/08 04:59:59",0,0,0
394,45,2000.0,104,40,"2021/02/01 05:00:00","2021/02/10 04:59:59",0,0,0
395,32,2000.0,102,30,"2021/02/01 05:00:00","2021/02/04 04:59:59",0,0,0
396,42,2000.0,102,40,"2021/02/01 05:00:00","2021/02/04 04:59:59",0,0,0
397,31,3000.0,101,30,"2021/02/08 05:00:00","2021/02/15 04:59:59",0,0,0
398,41,3000.0,101,40,"2021/02/08 05:00:00","2021/02/15 04:59:59",0,0,0
399,34,3000.0,103,30,"2021/02/10 05:00:00","2021/02/15 04:59:59",0,0,0
400,44,3000.0,103,40,"2021/02/10 05:00:00","2021/02/15 04:59:59",0,0,0
401,91,1500.0,101,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
402,92,1500.0,102,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
403,93,1500.0,111,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
404,94,1500.0,109,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
405,95,1500.0,112,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
406,100,1500.0,8004,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
407,101,1500.0,8005,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
408,96,1500.0,6004,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
409,97,1500.0,6005,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
410,98,1500.0,7004,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
411,99,1500.0,7005,100,"2021/02/14 05:00:00","2021/03/01 04:59:59",0,0,0
412,39,2000.0,111,30,"2021/02/15 05:00:00","2021/02/18 04:59:59",0,0,0
413,49,2000.0,111,40,"2021/02/15 05:00:00","2021/02/18 04:59:59",0,0,0
414,37,3000.0,109,30,"2021/02/18 05:00:00","2021/02/23 04:59:59",0,0,0
415,38,3000.0,112,30,"2021/02/18 05:00:00","2021/02/23 04:59:59",0,0,0
416,31,2000.0,101,30,"2021/02/18 05:00:00","2021/02/26 04:59:59",0,0,0
417,41,2000.0,101,40,"2021/02/18 05:00:00","2021/02/26 04:59:59",0,0,0
418,251,1500.0,7004,80,"2021/02/19 16:00:00","2021/02/26 15:59:59",0,0,0
419,252,1500.0,7005,80,"2021/02/19 16:00:00","2021/02/26 15:59:59",0,0,0
420,32,3000.0,102,30,"2021/02/23 05:00:00","2021/03/01 04:59:59",0,0,0
421,42,3000.0,102,40,"2021/02/23 05:00:00","2021/03/01 04:59:59",0,0,0
422,34,2000.0,103,30,"2021/03/01 05:00:00","2021/03/15 04:59:59",0,0,0
423,44,2000.0,103,40,"2021/03/01 05:00:00","2021/03/15 04:59:59",0,0,0
424,45,2000.0,104,40,"2021/03/01 05:00:00","2021/03/10 04:59:59",0,0,0
425,151,1500.0,6004,80,"2021/03/02 16:00:00","2021/03/16 15:59:59",0,0,0
426,152,1500.0,6005,80,"2021/03/02 16:00:00","2021/03/16 15:59:59",0,0,0
427,31,2000.0,101,30,"2021/03/13 05:00:00","2021/04/01 04:59:59",0,0,0
428,41,2000.0,101,40,"2021/03/13 05:00:00","2021/04/01 04:59:59",0,0,0
429,32,2000.0,102,30,"2021/03/15 05:00:00","2021/03/23 04:59:59",0,0,0
430,42,2000.0,102,40,"2021/03/15 05:00:00","2021/03/23 04:59:59",0,0,0
431,251,1500.0,7004,80,"2021/03/17 16:00:00","2021/03/24 15:59:59",0,0,0
432,252,1500.0,7005,80,"2021/03/17 16:00:00","2021/03/24 15:59:59",0,0,0
433,37,2000.0,109,30,"2021/03/23 05:00:00","2021/03/30 04:59:59",0,0,0
434,38,2000.0,112,30,"2021/03/23 05:00:00","2021/03/30 04:59:59",0,0,0
435,151,1500.0,6004,80,"2021/04/01 16:00:00","2021/04/15 15:59:59",0,0,0
436,152,1500.0,6005,80,"2021/04/01 16:00:00","2021/04/15 15:59:59",0,0,0
437,34,2000.0,103,30,"2021/04/01 05:00:00","2021/04/14 04:59:59",0,0,0
438,44,2000.0,103,40,"2021/04/01 05:00:00","2021/04/14 04:59:59",0,0,0
439,45,2000.0,104,40,"2021/04/01 05:00:00","2021/04/10 04:59:59",0,0,0
440,39,2000.0,111,30,"2021/04/06 05:00:00","2021/04/11 04:59:59",0,0,0
441,49,2000.0,111,40,"2021/04/06 05:00:00","2021/04/11 04:59:59",0,0,0
442,37,2000.0,109,30,"2021/04/11 05:00:00","2021/04/15 04:59:59",0,0,0
443,38,2000.0,112,30,"2021/04/11 05:00:00","2021/04/15 04:59:59",0,0,0
444,251,1500.0,7004,80,"2021/04/16 16:00:00","2021/04/27 15:59:59",0,0,0
445,252,1500.0,7005,80,"2021/04/16 16:00:00","2021/04/27 15:59:59",0,0,0
446,31,2000.0,101,30,"2021/04/16 05:00:00","2021/04/30 04:59:59",0,0,0
447,41,2000.0,101,40,"2021/04/16 05:00:00","2021/04/30 04:59:59",0,0,0
448,32,2000.0,102,30,"2021/04/19 05:00:00","2021/04/26 04:59:59",0,0,0
449,42,2000.0,102,40,"2021/04/19 05:00:00","2021/04/26 04:59:59",0,0,0
450,81,1500.0,101,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
451,82,1500.0,102,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
452,83,1500.0,111,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
453,84,1500.0,109,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
454,85,1500.0,112,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
455,351,1500.0,8004,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
456,352,1500.0,8005,80,"2021/04/23 05:00:00","2021/04/30 04:59:59",0,0,0
457,37,2000.0,109,30,"2021/04/26 05:00:00","2021/05/01 04:59:59",0,0,0
458,38,2000.0,112,30,"2021/04/26 05:00:00","2021/05/01 04:59:59",0,0,0
459,32,2000.0,102,30,"2021/05/01 05:00:00","2021/05/07 04:59:59",0,0,0
460,42,2000.0,102,40,"2021/05/01 05:00:00","2021/05/07 04:59:59",0,0,0
461,45,2000.0,104,40,"2021/05/01 05:00:00","2021/05/11 04:59:59",0,0,0
462,151,1500.0,6004,80,"2021/05/04 16:00:00","2021/05/18 15:59:59",0,0,0
463,152,1500.0,6005,80,"2021/05/04 16:00:00","2021/05/18 15:59:59",0,0,0
464,34,2000.0,103,30,"2021/05/07 05:00:00","2021/05/21 04:59:59",0,0,0
465,44,2000.0,103,40,"2021/05/07 05:00:00","2021/05/21 04:59:59",0,0,0
466,39,2000.0,111,30,"2021/05/11 05:00:00","2021/05/15 04:59:59",0,0,0
467,49,2000.0,111,40,"2021/05/11 05:00:00","2021/05/15 04:59:59",0,0,0
468,31,2000.0,101,30,"2021/05/17 05:00:00","2021/05/31 04:59:59",0,0,0
469,41,2000.0,101,40,"2021/05/17 05:00:00","2021/05/31 04:59:59",0,0,0
470,251,1500.0,7004,80,"2021/05/19 16:00:00","2021/05/26 15:59:59",0,0,0
471,252,1500.0,7005,80,"2021/05/19 16:00:00","2021/05/26 15:59:59",0,0,0
472,37,2000.0,109,30,"2021/05/24 05:00:00","2021/06/01 04:59:59",0,0,0
473,38,2000.0,112,30,"2021/05/24 05:00:00","2021/06/01 04:59:59",0,0,0
474,81,1500.0,101,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
475,82,1500.0,102,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
476,83,1500.0,111,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
477,84,1500.0,109,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
478,85,1500.0,112,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
479,351,1500.0,8004,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
480,352,1500.0,8005,80,"2021/05/26 05:00:00","2021/06/01 04:59:59",0,0,0
481,45,2000.0,104,40,"2021/06/01 05:00:00","2021/06/11 04:59:59",0,0,0
482,34,2000.0,103,30,"2021/06/01 05:00:00","2021/06/15 04:59:59",0,0,0
483,44,2000.0,103,40,"2021/06/01 05:00:00","2021/06/15 04:59:59",0,0,0
484,151,1500.0,6004,80,"2021/06/02 16:00:00","2021/06/22 15:59:59",0,0,0
485,152,1500.0,6005,80,"2021/06/02 16:00:00","2021/06/22 15:59:59",0,0,0
486,39,2000.0,111,30,"2021/06/11 05:00:00","2021/06/14 04:59:59",0,0,0
487,49,2000.0,111,40,"2021/06/11 05:00:00","2021/06/14 04:59:59",0,0,0
488,37,2000.0,109,30,"2021/06/16 05:00:00","2021/06/24 04:59:59",0,0,0
489,38,2000.0,112,30,"2021/06/16 05:00:00","2021/06/24 04:59:59",0,0,0
490,31,2000.0,101,30,"2021/06/16 05:00:00","2021/06/30 04:59:59",0,0,0
491,41,2000.0,101,40,"2021/06/16 05:00:00","2021/06/30 04:59:59",0,0,0
492,251,1500.0,7004,80,"2021/06/18 16:00:00","2021/06/25 15:59:59",0,0,0
493,252,1500.0,7005,80,"2021/06/18 16:00:00","2021/06/25 15:59:59",0,0,0
494,32,2000.0,102,30,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
495,42,2000.0,102,40,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
496,81,1500.0,101,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
497,82,1500.0,102,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
498,83,1500.0,111,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
499,84,1500.0,109,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
500,85,1500.0,112,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
501,351,1500.0,8004,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
502,352,1500.0,8005,80,"2021/06/25 05:00:00","2021/07/01 04:59:59",0,0,0
503,45,2000.0,104,40,"2021/07/01 05:00:00","2021/07/12 04:59:59",0,0,0
504,34,2000.0,103,30,"2021/07/01 05:00:00","2021/07/13 04:59:59",0,0,0
505,44,2000.0,103,40,"2021/07/01 05:00:00","2021/07/13 04:59:59",0,0,0
506,151,1500.0,6004,80,"2021/07/05 16:00:00","2021/07/19 15:59:59",0,0,0
507,152,1500.0,6005,80,"2021/07/05 16:00:00","2021/07/19 15:59:59",0,0,0
508,39,2000.0,111,30,"2021/07/13 05:00:00","2021/07/17 04:59:59",0,0,0
509,49,2000.0,111,40,"2021/07/13 05:00:00","2021/07/17 04:59:59",0,0,0
510,31,2000.0,101,30,"2021/07/16 05:00:00","2021/07/31 04:59:59",0,0,0
511,41,2000.0,101,40,"2021/07/16 05:00:00","2021/07/31 04:59:59",0,0,0
512,37,2000.0,109,30,"2021/07/17 05:00:00","2021/07/25 04:59:59",0,0,0
513,38,2000.0,112,30,"2021/07/17 05:00:00","2021/07/25 04:59:59",0,0,0
514,251,1500.0,7004,80,"2021/07/19 16:00:00","2021/07/26 15:59:59",0,0,0
515,252,1500.0,7005,80,"2021/07/19 16:00:00","2021/07/26 15:59:59",0,0,0
516,81,1500.0,101,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
517,82,1500.0,102,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
518,83,1500.0,111,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
519,84,1500.0,109,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
520,85,1500.0,112,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
521,351,1500.0,8004,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
522,352,1500.0,8005,80,"2021/07/25 05:00:00","2021/07/31 04:59:59",0,0,0
523,32,2000.0,102,30,"2021/07/25 05:00:00","2021/08/01 04:59:59",0,0,0
524,42,2000.0,102,40,"2021/07/25 05:00:00","2021/08/01 04:59:59",0,0,0
525,34,3000.0,103,30,"2021/08/01 05:00:00","2021/08/06 04:59:59",0,0,0
526,44,3000.0,103,40,"2021/08/01 05:00:00","2021/08/06 04:59:59",0,0,0
527,45,2000.0,104,40,"2021/08/01 05:00:00","2021/08/11 04:59:59",0,0,0
528,91,1500.0,101,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
529,92,1500.0,102,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
530,93,1500.0,111,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
531,94,1500.0,109,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
532,95,1500.0,112,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
533,100,1500.0,8004,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
534,101,1500.0,8005,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
535,96,1500.0,6004,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
536,97,1500.0,6005,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
537,98,1500.0,7004,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
538,99,1500.0,7005,100,"2021/08/01 05:00:00","2021/08/15 04:59:59",0,0,0
539,151,1500.0,6004,80,"2021/08/02 16:00:00","2021/08/16 15:59:59",0,0,0
540,152,1500.0,6005,80,"2021/08/02 16:00:00","2021/08/16 15:59:59",0,0,0
541,37,3000.0,109,30,"2021/08/06 05:00:00","2021/08/10 04:59:59",0,0,0
542,38,3000.0,112,30,"2021/08/06 05:00:00","2021/08/10 04:59:59",0,0,0
543,251,1500.0,7004,80,"2021/08/09 16:00:00","2021/08/25 15:59:59",0,0,0
544,252,1500.0,7005,80,"2021/08/09 16:00:00","2021/08/25 15:59:59",0,0,0
545,39,3000.0,111,30,"2021/08/10 05:00:00","2021/08/13 04:59:59",0,0,0
546,49,3000.0,111,40,"2021/08/10 05:00:00","2021/08/13 04:59:59",0,0,0
547,39,2000.0,111,30,"2021/08/13 05:00:00","2021/08/16 04:59:59",0,0,0
548,49,2000.0,111,40,"2021/08/13 05:00:00","2021/08/16 04:59:59",0,0,0
549,34,2000.0,103,30,"2021/08/16 05:00:00","2021/08/27 04:59:59",0,0,0
550,44,2000.0,103,40,"2021/08/16 05:00:00","2021/08/27 04:59:59",0,0,0
551,31,3000.0,101,30,"2021/08/17 05:00:00","2021/08/24 04:59:59",0,0,0
552,41,3000.0,101,40,"2021/08/17 05:00:00","2021/08/24 04:59:59",0,0,0
553,31,2000.0,101,30,"2021/08/24 05:00:00","2021/08/27 04:59:59",0,0,0
554,41,2000.0,101,40,"2021/08/24 05:00:00","2021/08/27 04:59:59",0,0,0
555,32,3000.0,102,30,"2021/08/27 05:00:00","2021/08/31 04:59:59",0,0,0
556,42,3000.0,102,40,"2021/08/27 05:00:00","2021/08/31 04:59:59",0,0,0
557,32,3000.0,102,30,"2021/09/01 05:00:00","2021/09/04 04:59:59",0,0,0
558,42,3000.0,102,40,"2021/09/01 05:00:00","2021/09/04 04:59:59",0,0,0
559,91,1500.0,101,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
560,92,1500.0,102,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
561,93,1500.0,111,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
562,94,1500.0,109,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
563,95,1500.0,112,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
564,100,1500.0,8004,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
565,101,1500.0,8005,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
566,96,1500.0,6004,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
567,97,1500.0,6005,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
568,98,1500.0,7004,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
569,99,1500.0,7005,100,"2021/09/01 05:00:00","2021/09/10 04:59:59",0,0,0
570,34,2000.0,103,30,"2021/09/01 05:00:00","2021/09/17 04:59:59",0,0,0
571,44,2000.0,103,40,"2021/09/01 05:00:00","2021/09/17 04:59:59",0,0,0
572,31,3000.0,101,30,"2021/09/04 05:00:00","2021/09/08 04:59:59",0,0,0
573,41,3000.0,101,40,"2021/09/04 05:00:00","2021/09/08 04:59:59",0,0,0
574,39,3000.0,111,30,"2021/09/08 05:00:00","2021/09/11 04:59:59",0,0,0
575,49,3000.0,111,40,"2021/09/08 05:00:00","2021/09/11 04:59:59",0,0,0
576,37,2000.0,109,30,"2021/09/11 05:00:00","2021/09/21 04:59:59",0,0,0
577,38,2000.0,112,30,"2021/09/11 05:00:00","2021/09/21 04:59:59",0,0,0
578,31,2000.0,101,30,"2021/09/16 05:00:00","2021/09/26 04:59:59",0,0,0
579,41,2000.0,101,40,"2021/09/16 05:00:00","2021/09/26 04:59:59",0,0,0
580,45,2000.0,104,40,"2021/09/17 05:00:00","2021/09/30 04:59:59",0,0,0
581,81,1500.0,101,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
582,82,1500.0,102,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
583,83,1500.0,111,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
584,84,1500.0,109,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
585,85,1500.0,112,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
586,351,1500.0,8004,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
587,352,1500.0,8005,80,"2021/09/24 05:00:00","2021/09/30 04:59:59",0,0,0
588,37,2000.0,109,30,"2021/09/25 05:00:00","2021/09/28 04:59:59",0,0,0
589,32,2000.0,102,30,"2021/09/28 05:00:00","2021/10/01 04:59:59",0,0,0
590,42,2000.0,102,40,"2021/09/28 05:00:00","2021/10/01 04:59:59",0,0,0
591,151,1500.0,6004,80,"2021/09/01 16:00:00","2021/09/15 15:59:59",0,0,0
592,152,1500.0,6005,80,"2021/09/01 16:00:00","2021/09/15 15:59:59",0,0,0
593,251,1500.0,7004,80,"2021/09/17 16:00:00","2021/09/24 15:59:59",0,0,0
594,252,1500.0,7005,80,"2021/09/17 16:00:00","2021/09/24 15:59:59",0,0,0
595,45,2000.0,104,40,"2021/10/01 05:00:00","2021/10/13 04:59:59",0,0,0
596,34,2000.0,103,30,"2021/10/01 05:00:00","2021/10/14 04:59:59",0,0,0
597,44,2000.0,103,40,"2021/10/01 05:00:00","2021/10/14 04:59:59",0,0,0
598,151,1500.0,6004,80,"2021/10/01 16:00:00","2021/10/15 15:59:59",0,0,0
599,152,1500.0,6005,80,"2021/10/01 16:00:00","2021/10/15 15:59:59",0,0,0
600,39,2000.0,111,30,"2021/10/14 05:00:00","2021/10/17 04:59:59",0,0,0
601,49,2000.0,111,40,"2021/10/14 05:00:00","2021/10/17 04:59:59",0,0,0
