skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1051511,"獨眼惡魔+",0,0,0.0,105151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1052001,"毛茸茸突襲",0,0,0.0,105200101,105200102,105200103,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害，並特大幅度提升自身的物理防禦力。",1001
1052002,"毛茸茸強襲",0,4000,0.0,105200201,105200202,105200203,105200204,105200205,0,0,0,0,105200202,0,0,0,0,"戰鬥開始過後，向最前方的敵人突進，對該名敵人造成中幅度的物理傷害，並中幅度提升自身的物理防禦力。",2001
1052003,"毛茸茸鐵頭功",0,0,1.375,105200301,105200302,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成小幅度的物理傷害，並且使其暈眩。",2001
1052011,"歡樂軟綿綿突襲",0,0,0.0,105201101,105201102,105201103,105201104,0,0,0,0,0,0,0,0,0,0,"對前方範圍內全體敵人造成大幅度的物理傷害和小幅度的擊飛，並且特大幅度提升自己的物理防禦力，同時對全體夥伴展開物理無效的屏障。",1001
1052012,"毛茸茸強襲+",0,4000,0.0,105201201,105201202,105201203,105201204,105201205,105201206,0,0,0,105201202,0,0,0,0,"戰鬥開始過後，向最前方的敵人突進，對該名敵人造成中幅度的物理傷害，並中幅度提升自身的物理防禦力。之後對我方全體展開物理無效的護盾。",2001
1052501,"禦敵之毛皮",0,0,0.0,105250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1052511,"禦敵之毛皮+",0,0,0.0,105251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理防禦力。",3002
1053001,"紫電一閃",0,0,0.0,105300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害。",1001
1053002,"羽翼的聲援",1,0,1.06,105300201,105300202,105300203,0,0,0,0,0,105300201,105300201,0,0,0,0,"小幅提升我方全體的物理攻擊力與魔法攻擊力，並大幅度提升行動速度。",2003
1053003,"鎖定射擊",0,0,0.86,105300301,105300302,0,0,0,0,0,0,105300301,0,0,0,0,0,"對面前的 1 名敵人造成小幅度的物理傷害，並且使其暈眩。",2001
1053012,"羽翼的聲援+",1,0,1.06,105301201,105301202,105301203,0,0,0,0,0,105300201,105300201,0,0,0,0,"大幅度提升全體夥伴的物理攻擊力與魔法攻擊力，並且大幅度提升行動速度。",2003
1053501,"白翼的加護",0,0,0.0,105350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1053511,"白翼的加護+",0,0,0.0,105351101,105351102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的物理防禦力。",3001
1054001,"不幸的束縛",0,0,0.0,105400101,105400102,105400103,105400104,0,0,0,0,0,0,105400101,0,0,0,"對範圍內的全體敵人造成中幅度的物理傷害並束縛，並大幅拉近範圍內最遠的敵人及大幅擊飛範圍內最近的敵人。",1007
1054002,"琴弦捕獲",0,0,1.23,105400201,105400202,0,0,0,0,0,0,105400201,0,0,0,0,0,"對前方第２位的１名敵方角色造成中幅度的物理傷害，並小幅度拉近。",2001
1054003,"螺旋紗線",0,0,1.23,105400301,105400302,105400303,0,0,0,0,0,105400301,0,0,0,0,0,"對範圍內的全體敵人造成小幅度的物理傷害，並使其移動速度及行動速度小幅度下降。",2001
1054012,"琴弦捕獲+",0,0,1.23,105401201,105401202,105401203,105401204,105401205,0,0,0,105401201,105401201,0,0,0,0,"對前方第２位的１名敵方角色造成中幅度的物理傷害，並小幅度拉近使其暈眩。且再中幅度提升自身的物理攻擊力、小幅度提升物理防禦力。",2001
1054501,"裁縫的毅力",0,0,0.0,105450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1054511,"裁縫的毅力+",0,0,0.0,105451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理防禦力。",3002
1055001,"拿出勇氣的突擊～！",0,0,0.0,105500101,105500102,105500103,0,0,0,0,0,105500101,105500101,0,0,0,0,"對前方範圍內的所有敵人造成中幅度的物理傷害，並且使敵人陷入黑暗、混亂狀態。",1024
1055002,"突、突刺！",0,0,1.23,105500201,105500202,0,0,0,0,0,0,105500201,0,0,0,0,0,"對範圍內的所有敵人造成小幅度的物理傷害，並且造成小幅度的物理攻擊力下降。",2004
1055003,"閉著眼睛上行不行呢…？",0,0,1.23,105500301,105500302,0,0,0,0,0,0,105500301,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的物理傷害，並且使敵人暈眩。",2018
1055012,"突、突刺！+",0,0,1.23,105501201,105501202,0,0,0,0,0,0,105501201,0,0,0,0,0,"對範圍內的全體敵人造成中幅度的物理傷害，同時中幅度降低物理攻擊力。",2004
1055501,"湧出的勇氣",0,0,0.0,105550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1055511,"湧出的勇氣+",0,0,0.0,105551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理防禦力。",3002
1056001,"零之太刀‧水月鏡花",1,0,0.0,105600101,105600102,0,0,0,0,0,0,105600101,0,0,0,0,0,"對眼前一名敵人角色造成大幅度物理傷害，並大幅度降低其物理防禦力。",1001
1056002,"一之太刀‧雫冽掃",1,0,1.125,105600201,105600202,105600203,105600204,0,0,0,0,0,0,105600203,0,0,0,"挑釁全體敵人。若在挑釁後的動作中受到攻擊，則對前方範圍內的所有敵人造成中幅度物理傷害，再小幅度擊飛。",2012
1056003,"海內無雙之型",1,0,1.125,105600301,105600302,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度恢復自己的 HP ，並且中幅度提升物理防禦力。",2003
1056012,"一之太刀‧雫冽掃+",1,0,1.125,105601201,105601202,105601203,105601204,105601205,0,0,0,0,0,105601203,105601203,0,0,"挑釁全體敵人。若在挑釁後的動作中受到攻擊，則對前方範圍內的所有敵人造成大幅度的物理傷害，再小幅度降低其物理防禦力，並且小幅度擊飛。",2012
1056501,"明鏡止水的境界",0,0,0.0,105650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法防禦力。",3004
1056511,"明鏡止水的境界+",0,0,0.0,105651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法防禦力。",3004
1057001,"暴風之刃",1,0,0.0,105700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。",1001
1057002,"廣角之刃",1,0,1.125,105700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1057003,"武裝特攻",1,0,1.125,105700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度恢復自己的 TP。",2006
1057012,"廣角之刃+",1,0,1.125,105701201,105701202,105701203,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成大幅度的物理傷害。並且，不僅中幅度的恢復自身的ＴＰ，也使自己以外的我方全體的ＴＰ小幅度的恢復。",2001
1057501,"龍捲攻刃",0,0,0.0,105750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1057511,"龍捲攻刃+",0,0,0.0,105751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1058001,"公主突襲",0,0,0.0,105800101,105800102,105800103,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成大幅度的物理傷害，並大幅度提升自身的物理防禦力與魔法防禦力。",1001
1058002,"午餐時間",0,0,0.21,105800201,105800202,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升自己的魔法防禦力，並中幅度恢復自身的ＨＰ。",2003
1058003,"落下斬",0,0,1.21,105800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1058011,"英勇公主突襲",0,0,0.0,105801101,105801102,105801103,105801104,105801105,0,0,0,0,0,0,105801104,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害，並且特大幅度提升物理防禦力與魔法防禦力，中幅度提升物理攻擊力。提升物理攻擊力的效果值，依照剩餘的 HP 多寡而有所增加。",1001
1058012,"午餐時間+",0,0,0.21,105801201,105801202,105801203,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升自己的魔法防禦力，並大幅度恢復自身的ＨＰ，再對自身展開物理魔法吸收的護盾。",2003
1058501,"公主之力",0,0,0.0,105850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的最大 HP。",3005
1058511,"公主之力+",0,0,0.0,105851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的最大 HP。",3005
1059001,"極光",1,0,0.0,105900101,105900102,105900103,0,0,0,0,0,105900101,0,0,0,0,0,"小幅度提升我方全體的物理攻擊力與魔法攻擊力，並中幅度恢復自身的ＨＰ。",1005
1059002,"三重斬擊",0,0,0.66,105900201,105900202,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1059003,"速度上升",0,0,1.4,105900301,105900302,0,0,0,0,0,0,0,0,0,0,0,0,"小幅度提升己方全體的行動速度，以及小幅度提升物理攻擊力。",2003
1059011,"極光綻放",1,0,0.0,105901101,105901102,105901103,105901104,105901105,0,0,0,0,0,0,0,0,0,"大幅度恢復自己的 HP 。中幅度恢復全體夥伴的 HP，並且大幅度提升物理攻擊力與魔法攻擊力，同時小幅度提升 TP 上升。",1005
1059012,"三重斬擊+",0,0,0.66,105901201,105901202,105901203,105901204,0,0,0,0,0,0,0,0,0,0,"對眼前一名敵人角色造成中幅度物理傷害，再中幅度提升自己的物理攻擊力，及小幅度提升TP上升。",2001
1059501,"精靈的啟示",0,0,0.0,105950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1059511,"精靈的啟示+",0,0,0.0,105951101,105951102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的魔法防禦力。",3001
1060001,"格林炸裂",1,0,0.0,106000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對全體敵人造成中幅度的魔法傷害。",1002
1060002,"電光球",1,0,1.27,106000201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害。",2002
1060003,"護甲削弱",1,0,0.83,106000301,106000302,0,0,0,0,0,0,106000301,0,0,0,0,0,"對面前的 1 名敵人造成小幅度的物理防禦力與魔法防禦力下降。",2004
1060011,"深淵炸裂",1,0,0.0,106001101,106001102,0,0,0,0,0,0,106001101,0,0,0,0,0,"對全體敵人造成大幅度的魔法傷害，並且造成恐慌狀態。",1002
1060012,"電光球+",1,0,1.27,106001201,106001202,106001203,106001204,0,0,0,0,0,106001202,106001203,0,0,0,"對眼前一名敵人角色造成中幅度魔法傷害，對其周圍的敵人也造成小幅度魔法傷害，及小幅度下降其魔法防禦力。",2002
1060501,"暗黑日蝕",0,0,0.0,106050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1060511,"暗黑日蝕+",0,0,0.0,106051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1061001,"天樓霸斷劍",0,0,0.0,106100101,106100102,106100103,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。並於 TP 耗盡前都裝備著天樓霸斷劍。",1001
1061002,"嚇到你發抖！",0,0,0.34,106100201,106100202,106100203,106100204,0,0,0,0,0,106100201,106100202,0,0,0,"對前方範圍內的所有敵人造成小幅度的物理傷害，並使敵人暈眩且小距離向後擊飛。",2018
1061003,"這邊啦這邊！",1,0,0.34,106100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅度降低前方範圍內所有敵人的物理防禦力。",2004
1061012,"嚇到你發抖！+",0,0,0.34,106101201,106101202,106101203,106101204,0,0,0,0,0,106101201,106101202,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害，並且使敵人暈眩再小距離向後擊飛。",2018
1061101,"天樓迴刃斬",1,0,0.25,106110101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。",1002
1061102,"天樓閃薙斬",1,0,0.25,106110201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成大幅度的物理傷害。",1002
1061111,"天樓迴刃斬＋",1,0,0.25,106111101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。",1002
1061501,"潛能之力",0,0,0.0,106150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1061511,"潛能之力+",0,0,0.0,106151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1063001,"我的箭會貫穿你！",1,0,0.0,106300101,106300102,106300103,106300104,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。若已使用此技能，則能增加傷害幅度。",1001
1063002,"纏繞樹藤",1,0,0.75,106300201,106300202,0,0,0,0,0,0,106300201,0,0,0,0,0,"對魔法攻擊力最高的 1 名敵人造成小幅度的物理傷害，並小幅降低其行動速度。",2001
1063003,"羽翅的光輝",1,0,1.35,106300301,106300302,106300303,0,0,0,0,0,0,0,0,0,0,0,"中幅度恢復自己的 TP。已使出「我的箭會貫穿你！」時，恢復幅度將會增加。",2006
1063012,"纏繞樹藤+",1,0,1.27,106301201,106301202,106301203,0,0,0,0,0,106301201,106301201,0,0,0,0,"對魔法攻擊力最高的 1 名敵人造成中幅度的物理傷害，並小幅度降低其魔法攻擊力與行動速度。",2001
1063501,"精靈的弓術",0,0,0.0,106350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1063511,"精靈的弓術+",0,0,0.0,106351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1065001,"龍人終結之拳",1,0,0.0,106500101,106500102,106500103,106500104,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。在戰鬥開始後，第一次使用必殺技的傷害量將會大幅度提升。",1001
1065002,"狂龍猛擊",1,0,0.57,106500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1065003,"龍之屹立",1,0,0.34,106500301,106500302,0,0,0,0,0,0,0,0,0,0,0,0,"大幅度提升自身的物理攻擊力與物理暴擊。",2003
1065501,"龍之怒炎",0,0,0.0,106550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1065511,"龍之怒炎+",0,0,0.0,106551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1066001,"龍之咆嘯",1,0,0.0,106600101,106600102,106600103,0,0,0,0,0,106600101,106600101,0,0,0,0,"對前方範圍內的全體敵人造成大幅度的物理傷害，並且施加火傷狀態，再大距離向後擊飛。",1001
1066002,"狂龍嗶嗶槌",1,0,0.59,106600201,106600202,0,0,0,0,0,0,106600201,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的物理傷害，並且使敵人暈眩。",2018
1066003,"龍之烈焰",1,0,0.59,106600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害。 ",2001
1066501,"那我也上吧！",0,0,0.0,106550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1066511,"那我也上吧！+",0,0,0.0,106551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1070001,"魔鏡啊魔鏡",1,0,0.0,107000101,107000102,107000103,0,0,0,0,0,0,0,0,0,0,0,"【召喚】製造出一名不會使用必殺技的分身。並且在自己周圍展開特大幅度提升魔法攻擊力、小幅度提升 TP 上升的領域。",1017
1070002,"飽和之光",1,0,0.75,107000201,107000202,107000203,0,0,0,0,0,107000201,107000202,0,0,0,0,"對範圍內的全體敵人造成中幅度的魔法傷害，並且造成短時間的暈眩。",2002
1070003,"真實之玉",1,0,1.35,107000301,107000302,0,0,0,0,0,0,107000301,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害，並小幅度降低其魔法防禦力。",2002
1070501,"幻影幽魂",0,0,0.0,107050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1070511,"幻影幽魂+",0,0,0.0,107051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1071001,"亂數聖域",1,0,0.0,107100101,107100102,0,0,0,0,0,0,0,0,0,0,0,0,"對眼前一名敵人角色造成大幅度物理傷害，再讓自己於一定時間內閃避所有物理攻擊。此攻擊為必中，且會造成爆擊。",1001
1071002,"覆蓋指令",1,0,0.75,107100201,107100202,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升自己的物理攻擊力，再小幅度提升自己的TP上升。",2003
1071003,"代碼注入",1,0,1.35,107100301,107100302,0,0,0,0,0,0,107100301,0,0,0,0,0,"對眼前一名敵人角色造成中幅度物理傷害，再小幅度降低其物理防禦力。",2001
1071012,"覆蓋指令+",1,0,0.75,107101201,107101202,107101203,107101204,0,0,0,0,0,0,0,0,0,0,"特大幅度提升自己的物理攻擊力，並且中幅度提升TP上升，再中幅度恢復TP，同時小幅度提升物理攻擊暴擊時的傷害。",2003
1071501,"點火執行",0,0,0.0,107150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1071511,"點火執行+",0,0,0.0,107151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1075001,"公主浪花飛濺",1,0,0.0,107500101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對範圍內的全體敵人造成大幅度的物理傷害。",1001
1075002,"點心時間",1,0,0.0649999999999999,107500201,107500202,0,0,0,0,0,0,0,0,0,0,0,0,"特大幅度提升自身的物理攻擊力，但使魔法防禦力中幅度下降。",2003
1075003,"遮陽傘突擊",1,0,1.125,107500301,107500302,0,0,0,0,0,0,0,0,0,0,0,0,"對範圍內的全體敵人造成小幅度的物理傷害，並小幅度擊飛面前的１隻敵方角色。",2001
1075012,"點心時間+",1,0,0.0649999999999999,107501201,107501202,107501203,0,0,0,0,0,0,0,0,0,0,0,"特大幅度提升自身的物理攻擊力，並大幅度提升物理暴擊，但使魔法防禦力中幅度下降。",2003
1075501,"海中珍味之力",0,0,0.0,107550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1075511,"海中珍味之力+",0,0,0.0,107551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1076001,"海洋治癒",1,0,0.0,107600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"特大幅度恢復我方中ＨＰ最低的１名角色。",1005
1076002,"海寧芙之矛",1,0,0.69,107600201,107600202,107600203,0,0,0,0,0,0,107600202,0,0,0,0,"對面前的 1 名敵人造成小幅度的物理傷害，並且小幅度降低敵人的物理防禦力。",2001
1076003,"柳橙支援",1,0,0.59,107600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升我方全體的物理攻擊力。",2003
1076012,"海寧芙之矛+",1,0,0.69,107601201,107601202,107601203,0,0,0,0,0,0,107601202,0,0,0,0,"對面前的１名敵人造成小幅度的物理傷害，並大幅度降低其物理防禦力。",2001
1076501,"夏日天啟",0,0,0.0,107650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法防禦力。",3004
1076511,"夏日天啟+",0,0,0.0,107651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法防禦力。",3004
1077001,"熱帶假期",1,0,0.0,107700101,107700102,107700103,0,0,0,0,0,0,0,0,0,0,0,"小幅度提升我方全體的物理防禦力及魔法防禦力，並賦予持續恢復HP的狀態。",1003
1077002,"召喚迷你魔像",1,0,0.85,107700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"【召喚】於自身前方，召喚１隻攻擊面前１隻敵方角色的迷你魔像。",2017
1077003,"蘇打聲援",1,0,0.92,107700301,107700302,0,0,0,0,0,0,107700301,0,0,0,0,0,"以最前方的我方角色為中心，中幅度提升範圍內我方全體的魔法防禦力。",2003
1077012,"召喚迷你魔像+",1,0,0.85,107701201,107701202,107701203,0,0,0,0,0,0,107701202,0,0,0,0,"【召喚】在自己的面前，召喚 1 隻能對面前一名敵人進行攻擊的迷你魔像，並且在最前方的夥伴周圍展開大幅度提升物理防禦力與魔法防禦力的領域。",2017
1077501,"熱帶女僕",0,0,0.0,107750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法防禦力。",3004
1077511,"熱帶女僕+",0,0,0.0,107751101,107751102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自身的魔法防禦力，並小幅度提升物理防禦力。",3004
1078001,"憤怒泳圈亂擲",1,0,0.0,107800101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的魔法傷害。",1002
1078002,"水彈射擊",1,0,0.74,107800201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害。",2002
1078003,"螺旋海浪",1,0,1.14,107800301,107800302,0,0,0,0,0,0,107800301,0,0,0,0,0,"對面前的１隻敵方角色造成小幅度的魔法傷害，並使其魔法防禦力中幅度下降。",2004
1078012,"水彈射擊+",1,0,0.74,107801201,107801202,0,0,0,0,0,0,107801201,0,0,0,0,0,"對面前的１名敵人造成大幅度的魔法傷害，並小幅度降低其魔法防禦力。",2002
1078501,"水之連結",0,0,0.0,107850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1078511,"水之連結+",0,0,0.0,107851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1079001,"貓咪貓咪夏日狂歡",1,0,0.0,107900101,107900102,107900103,107900104,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的隨機敵人，造成共計４次的單體中幅度物理傷害。",1001
1079002,"夏日沙灘的吸收",1,0,0.5,107900201,107900202,0,0,0,0,0,0,107600201,0,0,0,0,0,"小幅度降低眼前一名敵人的TP，並小幅度恢復自己的TP。",2006
1079003,"破冰",1,0,1.1,107900301,107900302,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升自身的物理攻擊力，並大幅度提升行動速度。",2003
1079012,"夏日沙灘的吸收+",1,0,0.5,107901201,107901202,107901203,107901204,0,0,0,0,107600201,0,0,0,0,0,"小幅度降低面前 1 名敵人的 TP ，小幅度恢復自己的 TP 。並且大幅度降低面前的 1 名敵人的物理攻擊力，同時特大幅度提升自己的物理攻擊力。",2006
1079501,"樂園之貓",0,0,0.0,107950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1079511,"樂園之貓+",0,0,0.0,107951101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1080001,"利維坦之槍",1,0,0.0,108000101,108000102,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的１隻敵方角色造成大幅度的物理傷害，並中幅度提升我方全體的物理攻擊力。",1001
1080002,"水之刺擊",1,0,1.05,108000201,108000202,108000203,0,0,0,0,0,0,108000202,0,0,0,0,"對面前的１名敵人造成中幅度的物理傷害，並對其周圍的所有敵人造成小幅度的物理傷害。",2001
1080003,"狩獵模式",1,0,1.19,108000301,108000302,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度提升自身的物理攻擊力，並大幅度提升物理暴擊。",2003
1080012,"水之刺擊+",1,0,1.05,108001201,108001202,108001203,0,0,0,0,0,0,108001202,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害，並且對其周圍的所有敵人造成大幅度的物理傷害。",2001
1080501,"夏日傭兵",0,0,0.0,108050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1080511,"夏日傭兵+",0,0,0.0,108051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1081001,"萬聖夜驚魂",1,0,0.0,108100101,108100102,108100103,0,0,0,0,0,0,0,0,0,0,0,"對１名ＨＰ比例最低的敵人造成特大幅度的物理傷害，若以此技能打倒敵人時，對全體敵人造成中幅度的物理傷害。",1001
1081002,"幽魂武器",1,0,0.75,108100201,0,0,0,0,0,0,0,0,0,0,0,0,0,"大幅度提升自己的物理攻擊力。",2003
1081003,"恐懼之擊",1,0,1.35,108100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害。",2001
1081012,"幽魂武器+",1,0,0.75,108101201,108101202,0,0,0,0,0,0,0,0,0,0,0,0,"特大幅度提升自己的物理攻擊力，同時大幅度提升物理暴擊。",2003
1081501,"冥界夜想曲",0,0,0.0,108150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1081511,"冥界夜想曲+",0,0,0.0,108151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1082001,"不給布丁就搗蛋喲",1,0,0.0,108200101,108200102,108200103,0,0,0,0,0,0,108200102,0,0,0,0,"對最遠的１名敵人造成特大幅度的物理傷害，並使其陷入詛咒狀態。",1001
1082002,"狼女來了喲",1,0,0.75,108200201,108200202,108200203,0,0,0,0,0,0,0,0,0,0,0,"小幅度降低最遠一名敵人的TP，再使其暈眩。",2018
1082003,"妖怪旋轉木馬喲",1,0,0.55,108200301,108200302,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度降低最遠一名敵人的物理攻擊力和魔法攻擊力。",2004
1082012,"狼女來了喲+",1,0,0.75,108201201,108201202,108201203,108201204,0,0,0,0,0,0,0,0,0,0,"小幅度降低最遠的 1 名敵人的TP，並且造成暈眩同時使其陷入恐慌狀態。",2018
1082501,"嗷嗚嗷嗚喲～",0,0,0.0,108250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1082511,"嗷嗚嗷嗚喲～+",0,0,0.0,108251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
